,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
3004,8,2,0,11,2,2,4,0,0,1,0,0,6,0,0
3005,5,2,3,1,8,1,2,1,0,0,0,0,6,0,0
3006,3,2,1,1,8,1,10,1,0,0,0,0,7,0,0
3007,7,4,1,5,9,1,1,1,0,0,0,0,6,0,1
3008,7,2,1,1,8,3,8,0,0,0,0,0,7,0,0
3009,1,2,2,1,8,1,8,1,0,0,0,0,6,0,0
3010,4,2,1,1,8,0,0,0,0,1,0,0,6,0,0
3011,5,4,1,1,8,2,1,4,3,1,0,0,6,0,0
3012,4,2,2,9,10,0,4,0,0,0,0,0,6,0,0
3013,0,2,1,14,7,0,5,3,0,1,0,0,3,0,0
3014,4,0,3,5,9,0,9,4,1,1,0,0,6,0,0
3015,5,2,1,1,8,1,10,1,0,0,0,0,7,0,0
3016,0,2,0,2,6,0,4,3,0,0,0,0,6,0,0
3017,3,2,1,1,8,1,1,2,0,1,0,0,5,0,0
3018,2,2,1,0,12,0,2,3,0,0,0,0,6,0,0
3019,1,1,2,5,9,0,7,3,0,0,0,0,9,0,0
3020,7,2,0,5,9,1,10,1,0,0,0,6,6,0,1
3021,4,2,2,5,9,0,0,3,0,1,0,0,3,0,0
3022,6,2,1,7,3,1,13,2,1,1,0,0,2,0,0
3023,7,3,1,1,8,1,0,1,0,0,0,0,6,0,1
3024,0,2,1,2,6,0,5,3,0,0,0,0,3,0,0
3025,4,2,1,5,9,2,5,4,0,1,0,0,6,0,0
3026,8,4,1,0,12,2,3,0,0,1,0,0,6,0,0
3027,6,2,1,6,11,1,10,1,0,0,0,0,10,29,0
3028,12,2,1,1,8,6,4,0,0,1,0,0,1,0,0
3029,8,2,1,1,8,2,5,0,0,1,0,0,3,0,0
3030,4,2,1,7,3,1,8,2,0,1,0,0,6,0,0
3031,8,5,0,0,12,1,3,1,0,0,0,0,7,0,1
3032,0,2,0,1,8,0,0,3,0,1,0,0,2,0,0
3033,3,2,2,1,8,1,10,1,0,0,0,0,6,0,0
3034,7,2,1,5,9,1,8,1,3,0,0,0,6,0,0
3035,5,1,2,9,10,2,1,0,0,0,0,0,3,0,0
3036,2,1,2,2,6,3,10,0,0,0,0,0,4,6,0
3037,3,2,3,6,11,0,8,0,0,1,0,0,7,0,1
3038,3,2,0,1,8,1,6,1,0,0,0,0,8,0,0
3039,0,2,1,1,8,0,4,0,0,1,0,0,4,0,0
3040,11,2,1,1,8,6,3,0,0,1,0,0,6,0,0
3041,4,2,0,1,8,2,10,4,0,0,0,0,6,0,0
3042,1,2,5,5,9,0,1,0,0,0,0,0,6,0,0
3043,7,5,1,5,9,2,5,3,0,1,0,0,11,0,0
3044,1,2,0,1,8,0,4,4,1,0,0,0,6,0,0
3045,3,2,3,5,9,0,8,0,0,0,0,0,6,7,1
3046,7,2,1,1,8,1,8,1,0,0,0,0,7,0,0
3047,3,2,1,0,12,1,3,1,0,0,0,0,6,0,1
3048,5,1,1,10,14,1,3,1,4,0,0,0,5,0,1
3049,6,2,1,5,9,2,6,0,0,0,0,0,7,0,0
3050,6,2,1,5,9,2,0,4,0,1,0,0,6,0,0
3051,5,2,1,9,10,1,9,2,0,1,0,6,5,0,1
3052,8,2,1,1,8,0,4,5,1,1,0,0,5,0,0
3053,4,4,2,0,12,0,3,0,0,1,0,0,6,0,0
3054,8,2,3,13,0,1,10,1,2,0,0,0,6,3,0
3055,3,2,1,1,8,1,4,1,0,0,0,0,6,0,0
3056,1,2,6,1,8,0,4,3,1,0,0,0,5,0,0
3057,2,2,1,4,4,0,8,0,0,0,0,0,7,21,0
3058,2,3,1,9,10,0,9,4,1,0,0,0,6,0,0
3059,6,2,1,1,8,4,0,4,0,1,0,0,6,0,0
3060,7,0,1,5,9,1,3,1,0,0,0,0,7,0,1
3061,4,2,1,5,9,1,8,1,0,0,0,0,6,0,1
3062,5,4,1,1,8,2,10,3,0,1,0,0,6,5,0
3063,2,2,3,5,9,0,8,3,0,0,0,0,6,0,0
3064,5,2,0,1,8,2,10,0,0,0,0,0,6,0,0
3065,7,5,0,0,12,1,5,1,0,0,0,0,8,0,1
3066,4,2,2,2,6,1,10,1,0,0,0,0,6,4,0
3067,3,2,2,0,12,1,5,1,0,0,0,7,7,0,1
3068,7,2,1,1,8,4,10,0,1,0,0,0,6,0,0
3069,0,2,0,2,6,0,4,3,0,1,0,0,2,9,0
3070,2,4,1,9,10,0,11,0,0,0,0,0,6,0,0
3071,2,2,0,7,3,1,5,5,0,0,0,0,6,0,0
3072,3,2,2,6,11,0,4,0,0,0,0,0,9,32,0
3073,8,2,1,1,8,1,4,1,1,0,0,0,6,0,0
3074,3,0,2,9,10,1,11,1,0,0,0,0,6,0,0
3075,4,2,0,9,10,2,0,4,1,1,0,0,6,0,0
3076,4,2,1,1,8,0,2,0,0,0,0,0,6,0,0
3077,1,2,1,6,11,0,5,3,0,1,0,0,6,30,0
3078,3,1,0,0,12,1,5,5,0,0,0,0,7,0,0
3079,1,2,1,0,12,0,3,0,0,1,0,0,6,0,0
3080,9,2,1,7,3,1,6,1,0,0,0,0,6,0,0
3081,2,2,2,5,9,0,3,0,0,0,0,0,6,0,0
3082,10,2,2,1,8,2,5,0,0,1,0,0,3,0,0
3083,6,4,2,3,13,2,3,4,0,0,0,0,7,0,1
3084,2,2,0,1,8,0,2,5,3,0,0,0,6,0,0
3085,2,1,1,0,12,0,3,5,0,0,0,0,6,0,0
3086,0,2,2,5,9,0,4,3,0,1,0,0,2,0,0
3087,3,2,1,0,12,0,2,0,0,0,0,0,4,0,0
3088,4,2,1,3,13,0,5,0,0,1,0,0,6,0,0
3089,4,2,3,1,8,1,6,1,2,0,0,0,6,26,0
3090,6,4,2,3,13,0,3,0,0,1,0,0,7,0,0
3091,5,3,0,0,12,2,3,0,0,0,0,0,6,0,0
3092,4,2,3,3,13,1,3,1,0,0,0,0,7,0,1
3093,0,2,3,2,6,0,6,3,0,0,0,5,2,0,0
3094,3,4,0,1,8,1,11,1,0,0,0,0,8,0,0
3095,1,2,2,5,9,0,10,3,0,0,0,0,9,8,0
3096,7,2,1,1,8,1,0,2,0,1,0,0,6,0,0
3097,4,3,0,5,9,2,1,4,0,1,0,0,6,0,0
3098,0,2,1,1,8,0,5,3,0,1,0,0,3,0,0
3099,6,0,1,5,9,2,0,0,0,1,0,0,6,0,0
3100,6,1,0,5,9,1,2,1,0,0,0,0,6,0,0
3101,8,0,1,5,9,1,1,1,0,0,0,0,5,0,1
3102,0,2,1,5,9,0,0,0,0,1,0,0,7,0,0
3103,3,2,12,12,5,1,0,2,0,1,0,0,6,0,0
3104,1,2,1,9,10,0,1,4,2,0,0,0,6,27,0
3105,10,2,2,0,12,1,5,1,0,0,2,0,6,10,1
3106,2,2,2,1,8,0,1,0,0,1,0,0,6,0,0
3107,1,2,1,0,12,0,3,0,0,1,0,0,6,0,0
3108,0,2,0,14,7,0,4,3,0,0,0,0,2,0,0
3109,5,2,1,5,9,1,0,1,0,0,0,0,7,0,1
3110,3,1,1,0,12,1,1,1,0,0,0,0,7,0,1
3111,4,2,1,1,8,1,10,1,0,0,0,0,6,0,0
3112,1,2,2,0,12,0,5,0,0,1,0,0,6,0,0
3113,4,2,1,1,8,0,5,4,1,1,0,0,6,0,0
3114,6,2,1,5,9,1,6,1,0,0,0,0,8,0,0
3115,9,3,1,6,11,1,0,1,0,0,0,0,6,0,0
3116,0,3,1,1,8,0,0,3,0,1,0,0,6,0,0
3117,0,2,2,1,8,0,5,0,0,0,0,0,7,0,0
3118,0,2,4,14,7,0,2,3,0,0,0,0,3,0,0
3119,10,2,1,7,3,1,10,1,0,0,0,0,3,0,0
3120,3,2,3,0,12,1,1,1,0,0,0,0,7,0,0
3121,2,2,2,0,12,2,0,0,0,1,0,0,5,0,0
3122,4,1,2,0,12,1,5,1,0,0,1,0,7,0,1
3123,5,2,0,1,8,1,6,1,0,0,0,0,6,0,0
3124,1,2,0,1,8,0,0,3,0,1,0,0,6,0,0
3125,9,1,0,5,9,1,1,1,0,0,0,0,6,0,0
3126,10,2,2,12,5,1,2,1,0,0,0,0,6,0,0
3127,9,4,2,1,8,2,4,0,1,1,0,0,5,0,0
3128,4,2,2,3,13,1,1,1,0,0,2,0,7,0,1
3129,3,2,3,1,8,0,2,0,0,0,0,0,6,0,0
3130,0,2,3,5,9,0,4,3,1,0,0,0,5,0,0
3131,3,5,5,1,8,2,5,0,0,1,0,0,7,0,0
3132,1,2,3,1,8,0,10,3,0,0,0,0,7,0,0
3133,10,5,1,12,5,1,6,1,0,0,0,0,7,0,0
3134,3,2,1,0,12,1,8,1,4,0,0,0,6,16,0
3135,7,1,1,9,10,1,9,1,0,0,0,0,6,0,1
3136,7,2,1,1,8,1,5,1,0,0,0,0,7,0,0
3137,7,2,3,1,8,2,8,0,1,0,0,0,6,0,0
3138,0,4,2,5,9,0,11,3,0,0,0,6,5,0,0
3139,0,2,1,1,8,0,4,0,0,1,0,0,4,0,0
3140,11,2,2,1,8,1,1,1,0,0,0,0,5,0,0
3141,0,2,0,5,9,1,3,1,0,0,0,0,3,0,0
3142,12,4,1,7,3,6,4,0,0,1,0,0,5,0,0
3143,2,2,1,9,10,1,3,1,0,0,0,0,6,0,0
3144,1,2,0,0,12,0,1,0,0,0,0,6,6,0,0
3145,3,2,2,7,3,0,2,0,0,1,0,0,4,20,0
3146,3,2,1,5,9,0,4,0,0,0,0,0,6,0,0
3147,2,2,1,1,8,0,4,0,1,1,0,0,6,0,0
3148,1,4,2,5,9,0,0,0,2,1,0,0,6,36,0
3149,5,4,6,5,9,2,10,0,0,0,0,0,6,0,0
3150,5,1,1,6,11,2,1,4,1,1,0,0,7,0,0
3151,1,2,0,5,9,0,0,0,0,1,0,0,6,0,0
3152,2,1,0,5,9,1,7,1,0,0,0,0,8,0,0
3153,8,5,2,14,7,1,1,1,0,0,0,6,6,0,0
3154,9,4,2,5,9,2,4,0,0,0,0,0,7,0,0
3155,0,2,1,5,9,0,4,3,0,1,0,0,3,0,0
3156,5,0,1,1,8,1,11,1,0,0,0,0,6,0,0
3157,2,5,1,9,10,1,4,2,0,1,0,0,5,0,1
3158,1,2,3,1,8,0,5,3,1,1,0,0,3,0,0
3159,2,2,2,5,9,0,0,3,1,1,0,0,6,0,0
3160,2,2,2,0,12,0,7,0,0,0,0,0,10,0,0
3161,0,3,2,2,6,0,4,3,0,1,0,0,1,0,0
3162,6,2,1,0,12,2,1,5,0,0,0,0,6,0,0
3163,3,2,1,6,11,2,0,0,1,0,0,0,6,0,0
3164,5,2,3,5,9,2,1,0,0,1,0,0,12,0,0
3165,6,2,1,1,8,2,5,3,0,0,0,6,6,0,0
3166,5,1,1,1,8,1,5,1,0,0,0,0,9,0,0
3167,8,2,0,0,12,1,5,1,0,0,0,0,6,0,1
3168,11,2,0,1,8,2,2,0,0,0,0,11,2,0,0
3169,3,0,0,0,12,1,3,1,0,0,0,0,6,0,1
3170,2,4,1,0,12,0,3,0,0,1,0,0,9,0,0
3171,1,2,3,0,12,0,5,3,0,1,0,0,6,0,0
3172,5,2,1,1,8,1,0,2,0,1,0,0,5,0,1
3173,1,2,1,1,8,0,8,0,0,0,0,0,6,0,0
3174,5,5,0,5,9,2,4,4,0,0,0,0,12,0,0
3175,4,2,1,1,8,0,8,3,0,0,0,0,6,0,0
3176,5,2,1,9,10,1,1,1,0,0,1,0,7,0,1
3177,4,2,2,3,13,1,1,1,0,0,0,0,8,22,1
3178,6,2,2,5,9,2,4,4,0,1,0,0,5,0,0
3179,1,2,0,5,9,0,0,0,0,1,0,0,4,0,0
3180,1,2,1,1,8,0,0,0,0,1,0,0,7,0,0
3181,1,2,1,0,12,0,3,0,0,0,0,0,7,0,0
3182,2,2,3,1,8,1,1,1,1,0,2,0,6,0,1
3183,10,4,1,7,3,6,4,0,0,1,0,0,3,0,0
3184,1,4,2,0,12,0,0,5,1,1,0,0,6,0,0
3185,1,2,2,0,12,0,5,0,0,1,0,0,6,0,0
3186,5,0,3,1,8,3,1,4,0,1,0,0,6,0,0
3187,11,2,1,7,3,6,1,0,0,0,0,0,6,0,1
3188,15,2,2,5,9,0,4,3,0,0,0,0,1,0,0
3189,0,2,1,2,6,0,4,3,0,0,0,0,3,0,0
3190,5,2,1,5,9,1,5,1,1,0,0,0,7,0,1
3191,5,2,0,5,9,1,0,1,0,0,0,0,5,0,0
3192,7,2,0,1,8,1,10,1,1,0,0,0,6,0,0
3193,3,2,0,9,10,1,10,1,0,0,0,0,6,0,0
3194,4,2,0,1,8,2,10,0,0,0,0,0,6,0,0
3195,1,0,0,5,9,1,0,2,0,1,0,0,3,0,0
3196,2,0,0,1,8,5,0,3,0,1,0,0,6,0,0
3197,8,2,2,11,2,1,0,1,1,0,0,0,6,0,0
3198,1,2,1,1,8,0,0,0,0,0,0,0,9,0,0
3199,4,2,3,1,8,1,10,1,1,0,0,0,6,0,0
3200,8,4,3,1,8,1,4,1,0,0,0,0,6,0,1
3201,3,5,0,1,8,1,1,1,0,0,0,0,6,0,1
3202,0,2,1,5,9,0,3,3,0,1,0,0,1,0,0
3203,0,2,0,1,8,0,5,0,0,0,0,0,6,0,0
3204,1,2,1,0,12,0,3,3,0,0,0,0,6,0,0
3205,2,2,0,9,10,0,3,4,3,0,0,0,6,0,0
3206,6,2,0,1,8,2,10,0,2,0,1,0,6,0,1
3207,3,2,0,5,9,1,0,1,0,0,0,0,7,0,0
3208,6,2,0,0,12,6,4,4,0,1,0,0,3,0,0
3209,3,2,2,3,13,0,3,0,1,0,0,0,6,0,0
3210,0,2,1,5,9,1,8,1,0,0,0,0,6,0,0
3211,9,2,0,1,8,1,2,1,0,0,0,0,6,0,1
3212,3,0,3,1,8,1,4,1,0,0,0,0,6,0,0
3213,1,2,2,1,8,0,4,0,0,1,0,0,6,0,0
3214,2,2,0,1,8,1,8,1,0,0,0,0,6,0,0
3215,2,0,2,5,9,0,0,0,0,1,0,0,7,0,0
3216,3,4,1,10,14,1,3,1,0,0,0,0,6,0,1
3217,1,2,0,0,12,0,4,3,0,0,0,0,6,0,0
3218,9,2,0,5,9,0,8,0,1,1,0,0,6,0,0
3219,1,2,1,1,8,1,5,1,0,0,0,0,7,0,0
3220,3,2,0,5,9,1,10,1,0,0,0,0,9,0,0
3221,5,2,2,0,12,1,3,1,0,0,0,0,9,0,1
3222,7,1,0,8,15,1,3,1,0,0,0,0,9,0,0
3223,8,5,0,3,13,1,5,1,0,0,0,7,7,0,1
3224,6,1,2,1,8,1,1,1,2,0,0,0,6,26,0
3225,5,2,0,1,8,2,4,0,0,1,0,0,4,0,0
3226,5,2,1,6,11,1,3,1,0,0,0,0,6,0,1
3227,10,2,1,5,9,2,0,0,0,1,0,0,3,0,0
3228,7,2,0,1,8,1,6,1,0,0,0,0,6,0,0
3229,4,0,2,5,9,0,3,0,1,1,0,5,6,0,0
3230,4,2,0,5,9,0,0,0,0,1,0,0,6,0,0
3231,2,2,1,5,9,1,7,1,4,0,0,0,7,0,0
3232,10,0,5,12,5,1,1,1,0,0,0,0,6,0,1
3233,4,2,1,6,11,1,5,1,0,0,0,0,9,0,1
3234,2,2,0,0,12,1,8,1,0,0,0,6,9,0,1
3235,5,5,0,8,15,1,3,2,0,1,0,0,11,0,1
3236,5,2,1,5,9,0,4,0,0,0,0,0,5,0,0
3237,8,2,0,1,8,3,6,0,0,0,0,0,6,0,0
3238,8,2,3,7,3,1,8,1,0,0,0,0,7,0,0
3239,4,0,1,0,12,0,0,0,0,1,1,0,6,0,1
3240,3,2,1,1,8,1,5,1,0,0,0,0,6,0,0
3241,1,2,1,5,9,0,2,3,0,0,0,0,6,0,0
3242,5,5,2,0,12,1,5,1,0,0,1,0,7,0,1
3243,6,2,1,1,8,2,0,4,1,1,0,0,7,0,0
3244,3,1,3,14,7,1,10,1,0,0,0,0,6,0,0
3245,3,4,4,0,12,1,3,1,0,0,0,0,7,4,1
3246,3,2,2,6,11,0,1,5,0,1,0,0,6,0,0
3247,3,2,0,1,8,0,10,0,0,0,0,0,7,0,0
3248,1,2,0,5,9,1,7,1,0,0,0,0,12,0,0
3249,3,2,0,1,8,2,4,4,4,1,0,0,4,0,0
3250,5,3,5,5,9,1,7,1,0,0,0,0,6,0,0
3251,2,2,3,5,9,2,0,3,0,1,0,0,8,0,0
3252,6,2,2,1,8,1,2,1,0,0,0,0,5,25,0
3253,3,2,1,10,14,1,3,1,0,0,0,0,7,0,0
3254,10,1,1,9,10,1,7,1,0,0,0,0,6,0,0
3255,3,2,0,0,12,0,10,4,0,0,0,0,6,0,0
3256,7,2,2,10,14,1,3,2,0,1,0,0,4,0,1
3257,2,2,2,11,2,1,10,1,0,0,0,0,6,4,0
3258,5,2,0,9,10,1,1,1,0,0,0,0,7,0,1
3259,3,2,1,12,5,1,10,1,0,0,0,0,6,0,0
3260,1,2,2,1,8,0,8,3,2,0,0,0,6,11,0
3261,2,2,6,5,9,0,2,3,1,0,0,0,6,0,0
3262,2,2,0,1,8,2,4,0,0,1,0,0,2,0,0
3263,3,2,1,5,9,0,0,0,0,1,0,0,6,0,0
3264,7,1,2,12,5,1,1,2,1,1,0,0,6,0,0
3265,5,2,2,1,8,5,10,2,1,1,0,0,6,0,1
3266,4,2,1,12,5,1,7,1,0,0,0,0,6,0,0
3267,3,1,2,1,8,0,6,0,0,0,0,0,9,0,0
3268,1,2,3,1,8,2,0,0,0,1,0,0,6,0,0
3269,3,2,3,0,12,1,3,1,0,0,0,0,6,0,1
3270,3,2,1,5,9,1,6,1,0,0,0,0,9,0,1
3271,2,2,3,1,8,1,2,1,0,0,0,0,7,0,0
3272,3,1,0,1,8,2,1,0,0,0,0,0,9,0,1
3273,3,2,2,1,8,0,2,0,0,1,0,0,6,0,0
3274,6,2,2,1,8,1,4,1,0,0,0,0,6,4,1
3275,9,2,1,0,12,6,1,4,0,0,0,11,6,0,1
3276,0,2,3,14,7,0,4,3,0,0,0,0,2,0,0
3277,1,2,1,1,8,0,1,5,0,0,0,0,6,0,0
3278,8,2,1,1,8,2,0,4,0,1,0,0,6,0,0
3279,7,2,1,1,8,4,4,4,0,1,0,0,7,0,0
3280,5,2,1,2,6,1,2,2,0,1,0,0,3,0,0
3281,5,2,2,7,3,1,8,2,0,1,0,0,6,21,0
3282,1,2,1,0,12,0,3,3,2,0,0,0,6,18,0
3283,0,2,1,5,9,0,4,3,0,1,0,0,6,0,0
3284,9,2,4,5,9,2,10,0,0,0,0,0,6,0,0
3285,0,2,1,2,6,0,4,3,0,0,0,0,3,32,0
3286,4,2,2,1,8,1,8,2,0,1,0,0,6,0,1
3287,0,2,1,5,9,0,5,3,0,1,0,0,3,0,0
3288,1,2,0,5,9,0,3,0,0,0,0,0,6,0,0
3289,5,1,3,1,8,1,0,2,0,1,0,0,2,0,0
3290,2,0,1,1,8,1,11,1,0,0,0,0,6,0,0
3291,3,3,2,5,9,1,0,1,1,0,0,0,6,0,1
3292,7,2,2,12,5,1,7,1,0,0,0,0,5,0,0
3293,2,1,1,1,8,1,6,1,0,0,0,0,6,0,1
3294,5,2,3,9,10,0,10,0,0,0,0,0,7,0,0
3295,9,1,0,5,9,1,7,1,0,0,0,5,9,0,0
3296,0,2,2,5,9,0,8,5,1,1,0,0,5,0,0
3297,3,2,3,1,8,1,10,1,0,0,0,0,6,0,0
3298,2,4,5,0,12,1,3,1,1,0,0,0,6,0,0
3299,3,2,1,1,8,1,8,1,0,0,0,0,6,0,1
3300,9,2,1,0,12,6,9,4,0,1,0,0,0,0,0
3301,3,2,0,0,12,1,3,1,0,0,0,0,6,0,1
3302,4,2,2,3,13,1,5,1,0,0,2,0,7,0,1
3303,6,5,1,9,10,2,1,0,0,1,1,0,11,0,1
3304,4,1,1,3,13,0,3,0,0,1,0,0,7,0,0
3305,3,2,2,5,9,1,10,1,0,0,0,0,6,0,0
3306,1,2,1,1,8,0,2,4,0,0,0,0,7,0,0
3307,11,2,1,7,3,6,4,4,3,1,0,0,3,0,0
3308,7,2,1,0,12,2,1,0,0,0,0,0,7,0,0
3309,2,2,1,5,9,1,1,1,0,0,0,0,6,0,0
3310,5,2,1,5,9,0,10,4,0,0,0,0,6,0,0
3311,6,2,2,0,12,2,0,0,2,1,0,0,6,11,0
3312,6,2,1,1,8,1,0,1,0,0,0,0,6,0,0
3313,4,2,3,1,8,1,10,1,0,0,0,0,6,0,0
3314,2,2,1,1,8,0,9,3,0,0,0,0,6,0,0
3315,7,2,3,5,9,2,3,4,0,1,0,0,6,0,0
3316,6,2,0,0,12,1,1,1,0,0,1,0,6,0,1
3317,2,3,0,5,9,1,0,1,0,0,0,0,6,0,1
3318,3,2,2,5,9,0,9,0,0,0,0,0,11,0,0
3319,5,0,1,0,12,0,0,5,0,1,0,0,6,0,0
3320,7,2,3,6,11,2,0,0,0,1,0,0,6,0,0
3321,5,2,1,9,10,1,6,2,0,1,0,0,3,0,0
3322,4,1,0,1,8,4,4,0,0,1,0,0,2,0,0
3323,2,2,2,9,10,1,0,1,0,0,0,0,6,0,0
3324,4,2,1,1,8,1,2,1,0,0,0,0,6,0,0
3325,3,2,2,9,10,2,6,0,0,0,0,0,6,0,0
3326,3,2,1,1,8,1,10,1,0,0,0,0,6,0,1
3327,6,2,1,10,14,2,0,0,0,0,0,0,6,0,0
3328,6,2,3,7,3,1,5,2,0,1,0,0,4,0,0
3329,4,2,0,5,9,1,6,1,2,0,0,0,6,0,0
3330,13,1,2,1,8,1,4,1,0,0,0,0,6,0,0
3331,0,2,0,2,6,0,2,3,0,0,0,0,4,0,0
3332,1,0,2,0,12,0,11,0,1,1,0,0,6,0,0
3333,7,2,1,5,9,1,5,1,0,0,0,0,8,0,0
3334,7,2,2,0,12,1,1,1,0,0,0,0,7,0,0
3335,5,2,2,4,4,0,4,4,1,1,0,0,6,0,0
3336,3,1,1,2,6,0,7,4,0,0,0,0,6,0,0
3337,10,2,2,11,2,1,4,1,1,0,0,0,6,0,0
3338,5,4,1,3,13,1,3,1,0,0,1,0,6,0,1
3339,9,2,0,1,8,1,10,1,0,0,0,0,8,0,0
3340,1,2,1,5,9,0,0,0,2,0,0,0,3,11,0
3341,2,1,1,1,8,0,11,0,0,0,0,0,4,0,0
3342,7,2,1,7,3,2,8,0,0,1,0,0,6,0,0
3343,2,2,3,4,4,1,8,1,0,0,0,0,6,0,0
3344,3,1,1,10,14,1,3,1,0,0,0,6,6,0,1
3345,2,2,1,0,12,1,1,1,0,0,0,0,6,0,0
3346,8,1,0,2,6,6,4,4,0,1,0,0,10,34,1
3347,7,2,1,3,13,2,3,0,0,0,0,0,9,0,0
3348,3,2,0,0,12,1,3,2,0,1,1,0,6,0,1
3349,4,2,1,0,12,1,5,1,0,0,2,0,7,0,1
3350,5,2,1,1,8,1,6,1,0,0,0,0,7,0,0
3351,5,0,0,0,12,2,3,0,0,0,0,0,6,0,0
3352,9,2,3,1,8,1,5,1,0,0,0,0,7,0,0
3353,6,2,1,1,8,2,5,0,0,1,0,0,6,0,0
3354,1,2,2,6,11,0,9,0,0,0,0,0,4,0,0
3355,0,2,3,12,5,3,4,5,0,0,0,0,6,0,0
3356,5,2,8,5,9,1,1,1,0,0,0,0,7,0,1
3357,7,4,3,6,11,2,0,0,0,1,0,0,4,0,0
3358,3,4,3,1,8,1,4,1,1,0,0,0,6,0,0
3359,3,2,0,0,12,0,1,0,0,0,2,0,7,0,1
3360,5,5,0,1,8,1,1,1,0,0,0,0,9,34,0
3361,5,2,3,1,8,2,1,0,0,0,0,0,6,0,0
3362,2,2,0,1,8,4,2,4,0,0,0,0,6,0,0
3363,4,4,1,0,12,1,1,1,2,0,0,0,6,3,1
3364,1,0,1,3,13,0,3,0,0,1,0,0,6,0,0
3365,2,2,0,1,8,1,9,1,0,0,0,0,6,0,1
3366,9,2,2,5,9,1,0,5,0,1,0,0,2,0,1
3367,6,2,1,5,9,1,0,2,1,1,0,0,7,0,1
3368,2,2,2,5,9,0,10,3,0,0,0,0,6,0,0
3369,2,2,7,0,12,0,1,0,1,0,0,0,7,0,0
3370,1,2,3,1,8,0,2,0,0,0,0,0,6,0,0
3371,8,1,0,10,14,1,3,1,0,0,0,0,4,0,1
3372,5,4,3,6,11,2,1,0,0,0,1,0,7,0,1
3373,0,2,3,2,6,0,0,3,0,0,0,0,3,0,0
3374,7,3,3,5,9,4,3,0,1,1,0,0,6,0,1
3375,4,2,2,3,13,1,3,1,1,0,0,0,6,0,1
3376,7,2,0,9,10,1,4,1,0,0,0,0,6,0,0
3377,6,2,1,12,5,1,7,1,1,0,0,0,6,0,0
3378,9,2,1,12,5,2,0,0,1,1,0,0,6,0,0
3379,6,3,1,0,12,1,3,1,0,0,0,0,7,0,0
3380,0,2,3,1,8,0,0,0,0,0,0,0,3,0,0
3381,15,3,1,1,8,1,10,1,0,0,0,0,4,0,0
3382,1,2,2,5,9,1,0,1,0,0,0,0,6,0,1
3383,4,3,0,1,8,0,0,3,1,1,0,0,5,0,0
3384,1,2,1,5,9,0,9,3,0,1,0,0,6,0,0
3385,2,4,2,1,8,0,4,4,1,1,0,0,6,0,0
3386,2,2,4,7,3,2,9,0,0,1,0,0,7,0,0
3387,0,2,2,1,8,0,8,3,1,1,0,0,6,0,0
3388,4,2,2,4,4,1,10,1,0,0,0,0,8,4,0
3389,5,2,0,5,9,2,5,4,0,1,0,0,7,0,0
3390,4,0,1,1,8,1,10,1,0,0,0,0,6,0,0
3391,3,2,2,1,8,1,6,1,0,0,0,7,8,0,0
3392,0,2,1,11,2,0,4,0,0,0,0,0,4,0,0
3393,6,2,2,2,6,0,10,0,0,0,0,0,6,5,0
3394,4,2,1,1,8,1,3,1,0,0,0,0,7,0,1
3395,5,5,2,0,12,1,5,1,0,0,0,0,6,0,1
3396,6,3,0,3,13,1,1,1,0,0,0,0,6,7,1
3397,2,2,1,1,8,1,6,1,0,0,0,0,6,0,0
3398,1,2,1,0,12,0,0,0,0,1,0,0,4,0,0
3399,7,2,0,3,13,1,1,1,0,0,0,0,6,0,0
3400,2,2,3,5,9,0,3,5,0,1,0,0,6,0,0
3401,3,2,1,1,8,0,8,4,0,1,0,0,6,10,0
3402,8,2,2,12,5,1,4,2,1,1,0,0,6,0,0
3403,2,2,1,1,8,2,6,0,0,0,0,0,11,0,0
3404,2,2,1,1,8,0,5,3,0,1,0,0,5,0,0
3405,0,2,1,1,8,0,5,3,0,1,0,0,5,0,0
3406,9,2,1,1,8,1,6,1,0,0,0,0,6,0,1
3407,9,5,1,10,14,1,3,1,0,0,0,0,6,0,1
3408,4,2,1,1,8,6,4,0,0,1,0,0,6,0,0
3409,5,2,0,1,8,1,6,1,0,0,0,0,6,0,0
3410,5,2,1,0,12,2,3,0,0,1,0,0,5,0,0
3411,9,2,1,1,8,1,10,1,0,0,0,0,6,0,0
3412,9,2,1,1,8,1,1,1,0,0,0,0,7,0,0
3413,4,4,6,0,12,1,3,2,0,1,0,0,7,0,1
3414,3,2,0,3,13,1,3,1,0,0,0,0,7,0,1
3415,3,5,1,1,8,2,5,4,0,0,0,0,7,0,1
3416,3,2,1,1,8,2,6,4,0,1,0,0,7,9,0
3417,8,3,0,2,6,2,10,0,1,1,2,0,6,0,1
3418,0,2,3,5,9,0,2,0,0,1,0,0,6,0,0
3419,4,2,1,2,6,1,10,1,0,0,0,0,9,0,0
3420,9,1,1,8,15,6,1,0,0,1,0,0,6,0,1
3421,2,2,3,0,12,0,11,0,0,1,0,0,6,0,0
3422,3,2,3,1,8,1,10,1,0,0,15,0,6,0,1
3423,2,2,1,0,12,1,5,1,0,0,0,0,9,0,1
3424,1,2,0,6,11,0,1,0,0,0,0,0,3,0,0
3425,4,2,1,5,9,1,10,1,0,0,0,0,6,0,0
3426,8,2,1,8,15,0,3,0,0,0,0,0,1,0,0
